name,nature,termStart,termEnd,state,constituency,party,gender,education,educationDetails,age,debates,bills,questions,attendance,notes
Sachin Pilot,Elected,18-May-09,In office,Rajasthan,Ajmer,Indian National Congress,Male,Post Graduate,"B.A. (Hons), M.B.A.; Educated at St. Stephens College, University of Delhi, Delhi and Wharton Business School, University of Pennsylvania, Philadelphia, USA",34,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Sadashivrao Dadoba Mandlik,Elected,18-May-09,In office,Maharashtra,Kolhapur,Independent,Male,Graduate,"B.A. (Hons.) English; Educated at University of Poona, Pune, Maharashtra",77,8,0,51,48, (All data updated till 22 May 2012)
Sai Prathap Annayyagari,Elected,18-May-09,In office,Andhra Pradesh,Rajampet,Indian National Congress,Male,Under Graduate,"Educated at Gulbarga Medical College, Gulbarga, Karnataka",67,1,0,49,85,"This MP was a Minister. He tendered his resignation on 12th July, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th July, 2011. (All data updated till 22 May 2012)"
Sajjan Singh Verma,Elected,18-May-09,In office,Madhya Pradesh,Dewas,Indian National Congress,Male,Post Graduate,"M.A. (Sociology); Educated at G.A.C.C. Indore, Madhya Pradesh",58,46,0,301,88, (All data updated till 22 May 2012)
Sakti Mohan Malik,Elected,18-May-09,In office,West Bengal,Arambagh,Communist Party of India (Marxist),Male,Post Graduate,"M.A., B.Ed. (Bengali and Political Science); Educated at Burdwan University, West Bengal",52,4,0,26,92, (All data updated till 22 May 2012)
Salman Khurshid,Elected,18-May-09,In office,Uttar Pradesh,Farrukhabad,Indian National Congress,Male,Post Graduate,"B.A., M.A., B.CL.; Educated at St. Stephen`s College, Delhi and Oxford University, Oxford",59,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.� They do not sign the attendance register, ask questions, or introduce private member bills. (All data updated till 22 May 2012)"
Sambasiva Rayapati Rao,Elected,18-May-09,In office,Andhra Pradesh,Guntur,Indian National Congress,Male,Graduate,"B.Sc.; Educated at New Science College, Hyderabad, Andhra Pradesh",68,11,0,563,67, (All data updated till 22 May 2012)
Sameer Magan Bhujbal,Elected,18-May-09,In office,Maharashtra,Nashik,Nationalist Congress Party,Male,Matric,Educated at St. Mary`s Convent High School,38,11,0,208,68, (All data updated till 22 May 2012)
Sandeep Dikshit,Elected,18-May-09,In office,Delhi,East Delhi,Indian National Congress,Male,Post Graduate,"M.A., P.G. Diploma in Rural Development; Educated at St. Stephans College, University of Delhi and Institute of Rural Management, Anand, Gujarat",47,15,0,2,93, (All data updated till 22 May 2012)
Sanjay Bhoi,Elected,18-May-09,In office,Orissa,Bargarh,Indian National Congress,Male,Graduate,"B.A., GNIIT & Microsoft Certified Product Specialist; Educated at Delhi University",38,4,0,252,87, (All data updated till 22 May 2012)
Sanjay Dina Patil,Elected,18-May-09,In office,Maharashtra,Mumbai-North-East,Nationalist Congress Party,Male,Graduate,B.Com.; Educated at Mumbai University,43,6,0,300,86, (All data updated till 22 May 2012)
Sanjay Jaiswal,Elected,18-May-09,In office,Bihar,Paschim Champaran,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.D. (General Medicine); Educated at Patna Medical College and Darbhanga Medical College",46,23,0,154,84, (All data updated till 22 May 2012)
Sanjay Nirupam,Elected,18-May-09,In office,Maharashtra,Mumbai-North,Indian National Congress,Male,Graduate,"B.A. (Hons.) Political Science; Educated at A.N. College, Patna",47,42,0,222,92, (All data updated till 22 May 2012)
Sanjay Shamrao Dhotre,Elected,18-May-09,In office,Maharashtra,Akola,Bharatiya Janata Party,Male,Graduate,"B.E. (Mech.); Educated at Government College of Engineering, Amravati, Maharashtra",53,12,0,232,74, (All data updated till 22 May 2012)
Sanjay Singh Chauhan,Elected,18-May-09,In office,Uttar Pradesh,Bijnor,Rashtriya Lok Dal,Male,Graduate,"B.A., LL.B.; Educated at S.D. Degree College, Muzaffar Nagar and D.A.V. Degree College, Muzaffar Nagar, Ch. Charan Singh University, Meerut",50,24,0,245,87, (All data updated till 22 May 2012)
Sanjay Sinh,Elected,18-May-09,In office,Uttar Pradesh,Sultanpur,Indian National Congress,Male,Doctorate,"M.A. (Hindi), Ph.D.; Educated at R.R.P.G. College, Amethi District,; Sultanpur, Uttar Pradesh",60,19,0,429,77, (All data updated till 22 May 2012)
